target,isa,architecture,products,priority,op_name,family,status,dtypes,compiler_artifact,runtime_execute,numerical_check,compiler_path,execution_mode,evidence_arch,toolchain_min,tile_shape,expected_mfu,roofline,notes
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,msa_index_scores,other,device_verified_jit,fp32,complete,complete,complete,rocm_composite_helper_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,Composite helper msa_index_scores — Target IR keeps the helper compiler-visible while composing existing ROCm matmul/softmax/unary/binary kernels plus host metadata logic. Executes via runtime.launch() (rocm_composite_helper_compiled) without a numerical reference fallback.
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,score_combine,other,device_verified_jit,fp32,complete,complete,complete,rocm_composite_helper_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,Composite helper score_combine — Target IR keeps the helper compiler-visible while composing existing ROCm matmul/softmax/unary/binary kernels plus host metadata logic. Executes via runtime.launch() (rocm_composite_helper_compiled) without a numerical reference fallback.
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,varlen_sdpa,other,device_verified_jit,fp32,complete,complete,complete,rocm_composite_helper_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,Composite helper varlen_sdpa — Target IR keeps the helper compiler-visible while composing existing ROCm matmul/softmax/unary/binary kernels plus host metadata logic. Executes via runtime.launch() (rocm_composite_helper_compiled) without a numerical reference fallback.
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,alibi,position_encoding,device_verified_jit,"fp32,fp16,bf16",complete,complete,complete,rocm_alibi_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,"ALiBi positional-bias generator bias[h,i,j]=slope[h]·(j−i) over [H, S, S] — flat elementwise kernel (generate-rocm-alibi-kernel). Slopes default to the 2^(-8(k+1)/H) ramp. Executes via runtime.launch() (rocm_alibi_compiled)."
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,rope,position_encoding,device_verified_jit,"fp32,fp16,bf16",complete,complete,complete,rocm_rope_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,"Rotary position embedding (interleaved pairs) over [M, D] — elementwise-per-pair kernel (generate-rocm-rope-kernel: one workgroup per row, f32 cos/sin). Executes via runtime.launch() (rocm_rope_compiled)."
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,batched_gemm,tensor,device_verified_jit,"fp16,bf16",complete,complete,complete,rocm_matmul_family_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,"Batched matmul A[...,M,K]@B[...,K,N] — the WMMA GEMM kernel looped over leading batch dims. Executes via runtime.launch() (rocm_matmul_family_compiled)."
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,einsum,tensor,device_verified_jit,"fp16,bf16",complete,complete,complete,rocm_matmul_family_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,Single-contraction two-operand einsum mapped to a (batched) WMMA GEMM (canonicalize + transpose); other specs emit a stable unsupported diagnostic. Executes via runtime.launch() (rocm_matmul_family_compiled).
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,factorized_matmul,tensor,device_verified_jit,"fp16,bf16",complete,complete,complete,rocm_matmul_family_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,Low-rank A@B with rank-r truncation — the WMMA GEMM on GPU + an exact host SVD-truncate epilogue. Executes via runtime.launch() (rocm_matmul_family_compiled).
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,fused_epilogue,tensor,device_verified_jit,"fp16,bf16",complete,complete,complete,rocm_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,Matmul + fused bias/relu/gelu/silu epilogue on the f32 accumulator (generate-wmma-gemm-kernel). Executes via runtime.launch() (rocm_compiled + activation kwarg); float-only.
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,linear_general,tensor,device_verified_jit,"fp16,bf16",complete,complete,complete,rocm_matmul_family_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,"Axis-flexible linear projection x[...,K]@W[K,N] (+bias), axis=-1 — reshape + WMMA GEMM. Executes via runtime.launch() (rocm_matmul_family_compiled)."
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,matmul,tensor,device_verified_abi,"fp16,bf16",complete,complete,complete,rocm_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,"RDNA 3.5 WMMA matrix-core GEMM, f32<-{f16,bf16}, ROCm 7.2.4. DEFAULT execution lane (Stage L4): @jit(target='rocm') matmul runs the COMPILER-GENERATED WMMA kernel — tessera-opt generates + serializes it to hsaco in-process (no mlir-opt), then HIP launches it (runtime.launch() rocm_compiled lane); reaches parity-or-better vs the hand-written kernel across aligned/ragged/f16/bf16. The shipped hand-written libtessera_rocm_gemm.so symbol (tessera_rocm_wmma_gemm_f16, the runtime_symbol above) is the reference ORACLE the device_verified_jit kernel is checked bit-identical against AND the availability fallback when the device_verified_jit lane can't run on a host. Numerically validated vs numpy by the execute_compare_fixture; the device_verified_jit lane is validated vs the oracle by tests/unit/test_rocm_compiled_launch_execute.py."
rocm_gfx1151,gfx1151,RDNA 3.5 Wave32,Ryzen AI Max+ 395 / Radeon 8060S,proven_development,qkv_projection,tensor,device_verified_jit,"fp16,bf16",complete,complete,complete,rocm_matmul_family_compiled,hip_runtime,gfx1151,hipcc≥7.2.4,,,,"Fused QKV projection x[...,D]@W_qkv[D,3N] (the 3-way split is a trivial host view) — reshape + WMMA GEMM. Executes via runtime.launch() (rocm_matmul_family_compiled)."
rocm_gfx1200,gfx1200,RDNA 4,Radeon RX 9000 family,current_consumer,matmul,tensor,artifact_only,"bf16,fp16,fp32,fp8_e4m3,fp8_e5m2,int8,int32,int4",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 GFX12/RDNA 4 WMMA artifact planning target; HIP execution remains gated
rocm_gfx1201,gfx1201,RDNA 4,Radeon AI PRO R9700,current_workstation,matmul,tensor,artifact_only,"bf16,fp16,fp32,fp8_e4m3,fp8_e5m2,int8,int32,int4",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm RDNA 4 gfx1201 / Radeon AI PRO R9700 WMMA artifact; exact-device compile and execution proof remains gated
rocm_gfx1250,gfx1250,Wave32 WMMA v2,MI455X,forward_datacenter,matmul,tensor,artifact_only,"bf16,fp16,fp32,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,AMD Instinct MI455X / gfx1250 Wave32 WMMA-v2 artifact target; exact-device execution proof remains gated
rocm_gfx942,gfx942,CDNA 3,MI300X / MI325X,compatibility,gelu,activation,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 3 discrete MI300X MFMA artifact; HIP execution gated
rocm_gfx942,gfx942,CDNA 3,MI300X / MI325X,compatibility,softmax,activation,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 3 discrete MI300X MFMA artifact; HIP execution gated
rocm_gfx942,gfx942,CDNA 3,MI300X / MI325X,compatibility,flash_attn,attention,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 3 discrete MI300X MFMA artifact; HIP execution gated
rocm_gfx942,gfx942,CDNA 3,MI300X / MI325X,compatibility,matmul,tensor,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 3 discrete MI300X MFMA artifact; HIP execution gated
rocm_gfx950,gfx950,CDNA 4,MI350X / MI355X / MI350P,current_datacenter,gelu,activation,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,fp6_e2m3,fp6_e3m2,fp4_e2m1,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 4 MI350-series MFMA artifact (with FP4/FP6 lanes); exact-device execution gated
rocm_gfx950,gfx950,CDNA 4,MI350X / MI355X / MI350P,current_datacenter,softmax,activation,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,fp6_e2m3,fp6_e3m2,fp4_e2m1,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 4 MI350-series MFMA artifact (with FP4/FP6 lanes); exact-device execution gated
rocm_gfx950,gfx950,CDNA 4,MI350X / MI355X / MI350P,current_datacenter,flash_attn,attention,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,fp6_e2m3,fp6_e3m2,fp4_e2m1,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 4 MI350-series MFMA artifact (with FP4/FP6 lanes); exact-device execution gated
rocm_gfx950,gfx950,CDNA 4,MI350X / MI355X / MI350P,current_datacenter,matmul,tensor,artifact_only,"bf16,fp16,fp32,fp64,fp8_e4m3,fp8_e5m2,fp6_e2m3,fp6_e3m2,fp4_e2m1,int8",complete,missing,missing,,,,ROCm 7.2.4+,,,,ROCm 7.2.4 CDNA 4 MI350-series MFMA artifact (with FP4/FP6 lanes); exact-device execution gated
