area,op,family,current_status,bucket,owner,next_action,source
backend_kernel,msa_index_scores,attention,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,msa_sparse_attention,attention,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,multi_head_attention,attention,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,perceiver_resampler,attention,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,power_attn,attention,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,retention,attention,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,varlen_sdpa,attention,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,all_gather,collective,partial,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,all_reduce,collective,partial,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,all_to_all,collective,partial,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,broadcast_to_axis,collective,planned,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,collective_permute,collective,planned,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,pmax,collective,planned,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,pmean,collective,planned,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,pmin,collective,planned,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,psum,collective,planned,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,reduce_scatter,collective,partial,multi_gpu_deferred,distributed_validation,Backend kernel proof needs distributed or collective execution ownership.,primitive_coverage.contract_status.backend_kernel
backend_kernel,eq,comparison,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ge,comparison,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,gt,comparison,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,le,comparison,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,lt,comparison,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ne,comparison,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,einsum,contraction,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,edm_loss_weight,diffusion,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,edm_precondition,diffusion,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_bivector_langevin_sample,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_bivector_langevin_step,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_decode_init,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_energy,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_energy_quadratic,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_inner_step,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_langevin_step,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_partition_ais,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_partition_exact,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_partition_monte_carlo,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_refinement,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_self_verify,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_sphere_langevin_sample,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,ebm_sphere_langevin_step,ebm,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,acos,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,add,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,asin,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,atan,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,atan2,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clip,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_abs,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_arg,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_conjugate,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_div,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_exp,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_log,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_mul,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_pow,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,complex_sqrt,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cos,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cosh,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,cross_ratio,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,digamma,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,div,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,erf,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,erfc,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,exp,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,expm1,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,floor_div,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,gelu,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,is_concyclic,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,lgamma,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,log,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,log1p,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mobius,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mobius_from_three_points,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mod,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,mul,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,popcount,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,pow,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,relu,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,rsqrt,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,score_combine,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,sigmoid,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,silu,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,silu_mul,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,sin,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,sinh,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,softcap,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,softplus,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,sqrt,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,stereographic,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,sub,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,tan,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,tanh,elementwise,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,adafactor,functional_optimizer_step,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,adam,functional_optimizer_step,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,adamw,functional_optimizer_step,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,lion,functional_optimizer_step,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,momentum,functional_optimizer_step,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,sgd,functional_optimizer_step,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,fused_epilogue,fused_epilogue,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_codiff,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_conjugate,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_exp,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_ext_deriv,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_geometric_product,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_grade_involution,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_grade_projection,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_hodge_star,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_inner,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_integral,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_left_contraction,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_log,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_norm,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_reverse,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_rotor_sandwich,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_vec_deriv,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,clifford_wedge,geometric_algebra,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dynamic_slice,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,dynamic_update_slice,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,gather,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,index_select,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,index_update,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,masked_categorical,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,masked_scatter,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,memory_index_select,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,memory_index_select_ste,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,msa_select_blocks,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,nonzero,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,scatter,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,scatter_add,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,scatter_reduce,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
backend_kernel,take,indexing,partial,backend_pathway_owned,backend_codegen,Promote by backend/pathway evidence; keep registry axis conservative until target proof is complete.,primitive_coverage.contract_status.backend_kernel
